fpl_id,full_name,team,position,season,minutes,goals,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,penalties_saved,penalties_missed,own_goals
159,Solly March,Brighton,MID,2024/25,161,0,0,0,3,2,0,0,0,0,0
160,Yankuba Minteh,Brighton,MID,2024/25,1831,6,5,4,33,6,0,0,0,0,0
161,Julio Enciso Espínola,Brighton,MID,2023/24,468,0,2,0,12,2,0,0,0,0,0
161,Julio Enciso Espínola,Brighton,MID,2024/25,1155,2,3,2,22,3,0,0,0,0,0
162,Brajan Gruda,Brighton,MID,2024/25,676,1,4,1,15,0,0,0,0,0,0
163,Jack Hinshelwood,Brighton,MID,2023/24,866,3,0,2,17,1,0,0,0,0,0
163,Jack Hinshelwood,Brighton,MID,2024/25,1839,5,3,6,30,5,0,0,0,0,0
164,Matt O'Riley,Brighton,MID,2024/25,929,2,3,2,20,1,0,0,0,0,1
166,Yasin Ayari,Brighton,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
166,Yasin Ayari,Brighton,MID,2024/25,1958,2,1,7,28,4,0,0,0,0,0
167,Carlos Baleba,Brighton,MID,2023/24,1314,0,0,2,28,7,0,0,0,0,0
167,Carlos Baleba,Brighton,MID,2024/25,2660,3,1,8,40,6,1,0,0,0,0
168,Facundo Buonanotte,Brighton,MID,2023/24,1356,3,1,6,19,7,0,0,0,0,0
168,Facundo Buonanotte,Brighton,MID,2024/25,1508,5,2,2,33,8,0,0,0,0,0
169,Diego Gómez Amarilla,Brighton,MID,2024/25,507,1,1,0,13,0,0,0,0,0,0
170,James Milner,Brighton,MID,2023/24,770,0,2,4,12,3,0,0,0,0,0
170,James Milner,Brighton,MID,2024/25,170,0,0,1,1,1,0,0,0,0,0
171,Jeremy Sarmiento Morante,Brighton,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
171,Jeremy Sarmiento Morante,Brighton,MID,2024/25,8,0,0,0,0,0,0,0,0,0,0
173,Mats Wieffer,Brighton,MID,2024/25,1003,1,5,2,22,6,0,0,0,0,0
175,Joe Knight,Brighton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
176,Adrian Mazilu,Brighton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
177,Andrew Moran,Brighton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
178,Danny Welbeck,Brighton,FWD,2023/24,1687,5,4,8,28,4,0,0,0,0,0
178,Danny Welbeck,Brighton,FWD,2024/25,2109,10,5,7,37,5,0,0,0,0,0
179,Evan Ferguson,Brighton,FWD,2023/24,1356,6,1,2,28,1,0,0,0,0,0
179,Evan Ferguson,Brighton,FWD,2024/25,385,1,0,1,9,0,0,0,0,0,0
220,Robert Lynch Sánchez,Chelsea,GK,2023/24,1433,0,0,3,25,2,0,53,1,0,0
220,Robert Lynch Sánchez,Chelsea,GK,2024/25,2880,0,0,10,34,5,0,95,1,0,0
221,Filip Jörgensen,Chelsea,GK,2024/25,540,0,0,1,9,0,0,20,0,0,0
223,Gabriel Słonina,Chelsea,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
224,Marc Cucurella Saseta,Chelsea,DEF,2023/24,1783,0,3,4,33,10,0,0,0,0,1
224,Marc Cucurella Saseta,Chelsea,DEF,2024/25,2988,5,2,9,38,8,1,0,0,0,0
225,Reece James,Chelsea,DEF,2023/24,416,0,2,0,13,0,2,0,0,0,0
225,Reece James,Chelsea,DEF,2024/25,1057,1,2,3,14,1,0,0,0,0,0
226,Trevoh Chalobah,Chelsea,DEF,2023/24,949,1,0,3,14,1,0,0,0,0,0
226,Trevoh Chalobah,Chelsea,DEF,2024/25,1969,3,1,6,25,3,0,0,0,0,0
227,Levi Samuels Colwill,Chelsea,DEF,2023/24,1794,1,1,5,26,2,0,0,0,0,0
227,Levi Samuels Colwill,Chelsea,DEF,2024/25,3150,2,1,10,41,9,0,0,0,0,0
228,Malo Gusto,Chelsea,DEF,2023/24,1746,0,6,5,28,7,1,0,0,0,0
228,Malo Gusto,Chelsea,DEF,2024/25,1853,0,1,4,26,4,0,0,0,0,0
229,Benoît Badiashile Mukinayi,Chelsea,DEF,2023/24,1337,0,1,3,31,3,0,0,0,0,1
229,Benoît Badiashile Mukinayi,Chelsea,DEF,2024/25,332,0,0,0,5,0,0,0,0,0,0
230,Wesley Fofana,Chelsea,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
230,Wesley Fofana,Chelsea,DEF,2024/25,1172,0,0,2,13,7,0,0,0,0,0
232,Tosin Adarabioyo,Chelsea,DEF,2023/24,1616,2,0,6,25,2,0,0,0,0,0
232,Tosin Adarabioyo,Chelsea,DEF,2024/25,1403,1,1,7,14,4,0,0,0,0,0
233,Josh Acheampong,Chelsea,DEF,2023/24,5,0,0,0,0,0,0,0,0,0,0
233,Josh Acheampong,Chelsea,DEF,2024/25,168,0,0,0,3,1,0,0,0,0,0
234,Aarón Anselmino,Chelsea,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
235,Cole Palmer,Chelsea,MID,2023/24,2617,22,13,7,46,7,0,0,0,0,0
235,Cole Palmer,Chelsea,MID,2024/25,3193,15,10,10,41,7,0,0,0,1,0
236,Pedro Lomba Neto,Chelsea,MID,2023/24,1516,2,11,3,27,4,0,0,0,0,0
236,Pedro Lomba Neto,Chelsea,MID,2024/25,2262,4,6,8,25,8,0,0,0,0,0
237,Enzo Fernández,Chelsea,MID,2023/24,2208,3,3,5,47,7,0,0,0,1,0
237,Enzo Fernández,Chelsea,MID,2024/25,2943,6,8,10,37,8,0,0,0,0,0
240,Christopher Nkunku,Chelsea,MID,2023/24,437,3,0,0,12,0,0,0,0,0,0
240,Christopher Nkunku,Chelsea,MID,2024/25,904,3,2,2,16,2,0,0,0,0,0
241,Moisés Caicedo Corozo,Chelsea,MID,2023/24,2865,1,3,7,50,11,0,0,0,0,0
241,Moisés Caicedo Corozo,Chelsea,MID,2024/25,3351,1,4,12,42,11,0,0,0,0,0
243,Tyrique George,Chelsea,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
243,Tyrique George,Chelsea,MID,2024/25,177,1,1,1,0,1,0,0,0,0,0
244,Roméo Lavia,Chelsea,MID,2023/24,32,0,0,0,0,0,0,0,0,0,0
244,Roméo Lavia,Chelsea,MID,2024/25,792,0,1,3,11,4,0,0,0,0,0
245,Mykhailo Mudryk,Chelsea,MID,2023/24,1564,5,5,7,28,5,0,0,0,0,0
245,Mykhailo Mudryk,Chelsea,MID,2024/25,145,0,0,0,2,0,0,0,0,0,0
246,Andrey Nascimento dos Santos,Chelsea,MID,2023/24,7,0,0,0,0,0,0,0,0,0,0
246,Andrey Nascimento dos Santos,Chelsea,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
249,João Pedro Junqueira de Jesus,Chelsea,FWD,2023/24,2037,9,3,5,38,2,0,0,0,1,0
249,João Pedro Junqueira de Jesus,Chelsea,FWD,2024/25,1946,10,6,6,28,4,1,0,0,0,0
250,Liam Delap,Chelsea,FWD,2024/25,2587,12,2,3,58,12,0,0,0,0,0
251,Nicolas Jackson,Chelsea,FWD,2023/24,2801,14,6,9,48,10,0,0,0,0,0
251,Nicolas Jackson,Chelsea,FWD,2024/25,2220,10,6,11,24,7,1,0,0,0,0
253,Dean Henderson,Crystal Palace,GK,2023/24,1620,0,0,4,30,2,0,58,0,0,2
253,Dean Henderson,Crystal Palace,GK,2024/25,3420,0,0,11,51,3,0,104,1,0,0
255,Remi Matthews,Crystal Palace,GK,2023/24,3,0,0,0,1,0,0,0,0,0,0
255,Remi Matthews,Crystal Palace,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
256,Daniel Muñoz Mejía,Crystal Palace,DEF,2023/24,1440,0,4,5,22,4,0,0,0,0,0
256,Daniel Muñoz Mejía,Crystal Palace,DEF,2024/25,3229,4,6,11,46,10,0,0,0,0,0
257,Maxence Lacroix,Crystal Palace,DEF,2024/25,3116,1,2,11,45,5,0,0,0,0,0
258,Tyrick Mitchell,Crystal Palace,DEF,2023/24,3204,2,3,10,55,6,0,0,0,0,0
258,Tyrick Mitchell,Crystal Palace,DEF,2024/25,3090,0,6,12,46,2,0,0,0,0,0
260,Marc Guéhi,Crystal Palace,DEF,2023/24,2020,0,1,6,32,2,0,0,0,0,0
260,Marc Guéhi,Crystal Palace,DEF,2024/25,3059,3,2,11,42,7,1,0,0,0,3
261,Chris Richards,Crystal Palace,DEF,2023/24,2091,1,1,4,38,3,0,0,0,0,0
261,Chris Richards,Crystal Palace,DEF,2024/25,1921,1,1,7,31,2,1,0,0,0,0
262,Chadi Riad Dnanou,Crystal Palace,DEF,2024/25,90,0,0,0,2,0,0,0,0,0,0
263,Nathaniel Clyne,Crystal Palace,DEF,2023/24,1335,0,1,5,16,0,0,0,0,0,0
263,Nathaniel Clyne,Crystal Palace,DEF,2024/25,477,0,0,1,11,1,0,0,0,0,0
264,Rob Holding,Crystal Palace,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
264,Rob Holding,Crystal Palace,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
265,Caleb Kporha,Crystal Palace,DEF,2024/25,11,0,0,0,1,0,0,0,0,0,0
266,Eberechi Eze,Crystal Palace,MID,2023/24,2054,11,5,8,28,3,0,0,0,0,0
266,Eberechi Eze,Crystal Palace,MID,2024/25,2588,8,8,10,34,1,0,0,0,1,0
267,Ismaïla Sarr,Crystal Palace,MID,2024/25,2708,8,7,10,39,4,0,0,0,0,0
268,Cheick Doucouré,Crystal Palace,MID,2023/24,920,0,0,3,12,2,0,0,0,0,0
268,Cheick Doucouré,Crystal Palace,MID,2024/25,443,0,1,1,6,1,0,0,0,0,0
269,Romain Esse,Crystal Palace,MID,2024/25,138,1,2,0,3,0,0,0,0,0,0
270,Will Hughes,Crystal Palace,MID,2023/24,1886,0,2,8,38,6,0,0,0,0,0
270,Will Hughes,Crystal Palace,MID,2024/25,2100,0,4,10,31,11,0,0,0,0,0
271,Daichi Kamada,Crystal Palace,MID,2024/25,1545,0,0,3,27,4,1,0,0,0,0
272,Jefferson Lerma Solís,Crystal Palace,MID,2023/24,2399,1,1,5,46,8,0,0,0,0,0
272,Jefferson Lerma Solís,Crystal Palace,MID,2024/25,2270,0,1,6,36,9,0,0,0,0,0
273,Adam Wharton,Crystal Palace,MID,2023/24,1296,0,3,7,16,2,0,0,0,0,0
273,Adam Wharton,Crystal Palace,MID,2024/25,1314,0,2,4,21,2,0,0,0,0,0
274,Asher Agbinone,Crystal Palace,MID,2024/25,4,0,0,0,0,0,0,0,0,0,0
275,Naouirou Ahamada,Crystal Palace,MID,2023/24,332,0,0,0,14,2,1,0,0,0,0
275,Naouirou Ahamada,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
276,Justin Devenny,Crystal Palace,MID,2024/25,494,1,1,0,8,1,0,0,0,0,0
277,Malcolm Ebiowei,Crystal Palace,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
277,Malcolm Ebiowei,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
278,Jesurun Rak-Sakyi,Crystal Palace,MID,2023/24,132,0,0,1,3,0,0,0,0,0,0
278,Jesurun Rak-Sakyi,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
279,Matheus França de Oliveira,Crystal Palace,MID,2023/24,224,0,2,0,7,1,0,0,0,0,0
279,Matheus França de Oliveira,Crystal Palace,MID,2024/25,52,1,0,0,0,0,0,0,0,0,0
280,David Ozoh,Crystal Palace,MID,2023/24,148,0,0,0,5,1,0,0,0,0,0
280,David Ozoh,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
281,Kaden Rodney,Crystal Palace,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
281,Kaden Rodney,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
282,Franco Umeh-Chibueze,Crystal Palace,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
282,Franco Umeh-Chibueze,Crystal Palace,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
283,Jean-Philippe Mateta,Crystal Palace,FWD,2023/24,2274,16,7,8,44,3,0,0,0,0,0
283,Jean-Philippe Mateta,Crystal Palace,FWD,2024/25,2642,14,2,9,37,2,0,0,0,0,0
284,Eddie Nketiah,Crystal Palace,FWD,2023/24,1065,5,4,6,10,3,0,0,0,0,0
284,Eddie Nketiah,Crystal Palace,FWD,2024/25,1018,3,2,2,17,4,1,0,0,0,0
285,Odsonne Édouard,Crystal Palace,FWD,2023/24,1545,7,0,6,24,4,0,0,0,0,0
285,Odsonne Édouard,Crystal Palace,FWD,2024/25,141,0,0,0,3,0,0,0,0,0,0
286,Zach Marsh,Crystal Palace,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
242,Kiernan Dewsbury-Hall,Everton,MID,2024/25,257,0,1,0,3,0,0,0,0,0,0
287,Jordan Pickford,Everton,GK,2023/24,3420,0,0,13,51,5,0,121,0,0,1
287,Jordan Pickford,Everton,GK,2024/25,3420,0,1,12,44,7,0,122,2,0,0
288,Mark Travers,Everton,GK,2023/24,360,0,0,2,5,0,0,13,0,0,0
288,Mark Travers,Everton,GK,2024/25,450,0,0,1,5,0,0,20,0,0,0
290,Jarrad Branthwaite,Everton,DEF,2023/24,3116,3,1,12,44,8,0,0,0,0,0
290,Jarrad Branthwaite,Everton,DEF,2024/25,2509,0,1,9,28,4,0,0,0,0,0
291,James Tarkowski,Everton,DEF,2023/24,3420,1,1,13,51,11,0,0,0,0,0
291,James Tarkowski,Everton,DEF,2024/25,2922,1,1,10,38,6,0,0,0,0,0
292,Vitalii Mykolenko,Everton,DEF,2023/24,2469,2,1,9,37,1,0,0,0,0,0
292,Vitalii Mykolenko,Everton,DEF,2024/25,3082,1,3,11,39,4,0,0,0,0,0
293,Jake O'Brien,Everton,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
293,Jake O'Brien,Everton,DEF,2024/25,1568,2,0,5,17,5,0,0,0,0,0
294,Séamus Coleman,Everton,DEF,2023/24,661,0,0,4,10,0,0,0,0,0,1
294,Séamus Coleman,Everton,DEF,2024/25,214,0,0,0,4,1,0,0,0,0,0
295,Michael Keane,Everton,DEF,2023/24,437,1,0,1,13,2,0,0,0,0,0
295,Michael Keane,Everton,DEF,2024/25,1046,3,0,3,20,5,0,0,0,0,0
296,Nathan Patterson,Everton,DEF,2023/24,1000,0,2,2,21,4,0,0,0,0,0
296,Nathan Patterson,Everton,DEF,2024/25,342,0,1,0,6,1,0,0,0,0,0
297,Roman Dixon,Everton,DEF,2024/25,90,0,0,0,4,0,0,0,0,0,0
298,Reece Welch,Everton,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
299,Iliman Ndiaye,Everton,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
299,Iliman Ndiaye,Everton,MID,2024/25,2426,9,0,15,24,3,0,0,0,0,0
300,Dwight McNeil,Everton,MID,2023/24,2891,3,8,12,39,2,0,0,0,0,0
300,Dwight McNeil,Everton,MID,2024/25,1366,4,8,5,24,1,0,0,0,0,0
301,Carlos Alcaraz Durán,Everton,MID,2024/25,766,2,3,1,9,4,0,0,0,0,0
302,Idrissa Gana Gueye,Everton,MID,2023/24,1885,4,0,7,25,8,0,0,0,0,0
302,Idrissa Gana Gueye,Everton,MID,2024/25,3063,0,3,12,39,9,0,0,0,0,0
303,James Garner,Everton,MID,2023/24,3001,1,2,11,47,7,0,0,0,0,0
303,James Garner,Everton,MID,2024/25,1590,0,1,5,19,5,0,0,0,0,0
304,Tim Iroegbunam,Everton,MID,2023/24,157,0,0,0,7,0,0,0,0,0,0
304,Tim Iroegbunam,Everton,MID,2024/25,562,0,1,0,16,4,0,0,0,0,0
305,Harrison Armstrong,Everton,MID,2024/25,47,0,0,0,1,1,0,0,0,0,0
306,Callum Bates,Everton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
307,Coby Ebere,Everton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
308,Isaac Heath,Everton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
309,Jenson Metcalfe,Everton,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
309,Jenson Metcalfe,Everton,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
311,Norberto Bercique Gomes Betuncal,Everton,FWD,2023/24,943,3,0,2,20,2,0,0,0,1,0
311,Norberto Bercique Gomes Betuncal,Everton,FWD,2024/25,1521,8,0,4,24,2,0,0,0,0,0
312,Youssef Ramalho Chermiti,Everton,FWD,2023/24,196,0,0,1,4,3,0,0,0,0,0
312,Youssef Ramalho Chermiti,Everton,FWD,2024/25,42,0,0,0,0,1,0,0,0,0,0
313,Martin Sherif,Everton,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
314,Bernd Leno,Fulham,GK,2023/24,3420,0,0,10,61,3,0,134,0,0,1
314,Bernd Leno,Fulham,GK,2024/25,3420,0,2,5,54,5,0,110,1,0,0
315,Steven Benda,Fulham,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
315,Steven Benda,Fulham,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
316,Antonee Robinson,Fulham,DEF,2023/24,3266,0,6,9,60,6,0,0,0,0,2
316,Antonee Robinson,Fulham,DEF,2024/25,3166,0,10,5,49,8,0,0,0,0,0
317,Joachim Andersen,Fulham,DEF,2023/24,3416,2,3,10,58,7,0,0,0,0,0
317,Joachim Andersen,Fulham,DEF,2024/25,2673,0,0,4,47,7,1,0,0,0,1
318,Calvin Bassey,Fulham,DEF,2023/24,2299,1,0,6,42,4,1,0,0,0,0
318,Calvin Bassey,Fulham,DEF,2024/25,3074,1,0,5,47,7,0,0,0,0,0
319,Timothy Castagne,Fulham,DEF,2023/24,2630,1,3,9,40,3,0,0,0,0,0
319,Timothy Castagne,Fulham,DEF,2024/25,1642,0,1,3,28,1,0,0,0,0,0
320,Issa Diop,Fulham,DEF,2023/24,1423,0,0,5,26,2,1,0,0,0,0
320,Issa Diop,Fulham,DEF,2024/25,1334,0,0,1,19,2,0,0,0,0,1
321,Jorge Cuenca Barreno,Fulham,DEF,2024/25,349,0,0,0,8,0,0,0,0,0,0
322,Kenny Tete,Fulham,DEF,2023/24,863,1,0,2,21,2,0,0,0,0,0
322,Kenny Tete,Fulham,DEF,2024/25,1773,0,2,3,26,5,0,0,0,0,0
323,Samuel Amissah,Fulham,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
324,Alex Iwobi,Fulham,MID,2023/24,2331,5,2,7,41,2,0,0,0,0,0
324,Alex Iwobi,Fulham,MID,2024/25,2981,9,6,6,45,1,0,0,0,0,0
325,Emile Smith Rowe,Fulham,MID,2023/24,343,0,2,3,3,0,0,0,0,0,0
325,Emile Smith Rowe,Fulham,MID,2024/25,2036,6,3,7,28,3,0,0,0,0,0
326,Adama Traoré Diarra,Fulham,MID,2023/24,363,2,3,0,13,2,0,0,0,0,0
326,Adama Traoré Diarra,Fulham,MID,2024/25,1756,2,8,3,28,3,0,0,0,0,0
327,Andreas Hoelgebaum Pereira,Fulham,MID,2023/24,2611,3,9,14,40,6,0,0,0,0,0
327,Andreas Hoelgebaum Pereira,Fulham,MID,2024/25,2004,2,6,5,32,8,0,0,0,1,0
328,Ryan Sessegnon,Fulham,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
328,Ryan Sessegnon,Fulham,MID,2024/25,574,4,2,1,10,1,0,0,0,0,0
329,Harry Wilson,Fulham,MID,2023/24,1603,4,7,5,30,6,0,0,0,0,0
329,Harry Wilson,Fulham,MID,2024/25,1148,6,2,2,21,2,0,0,0,0,0
330,Sander Berge,Fulham,MID,2023/24,3002,1,2,2,70,8,1,0,0,0,0
330,Sander Berge,Fulham,MID,2024/25,2221,0,0,4,35,6,0,0,0,0,0
331,Tom Cairney,Fulham,MID,2023/24,1472,1,6,4,27,3,0,0,0,0,1
331,Tom Cairney,Fulham,MID,2024/25,610,2,0,1,12,3,1,0,0,0,0
332,Saša Lukić,Fulham,MID,2023/24,1113,1,0,5,20,3,0,0,0,0,0
332,Saša Lukić,Fulham,MID,2024/25,2348,0,2,4,37,12,0,0,0,0,0
333,Martial Godo,Fulham,MID,2024/25,21,0,0,0,0,0,0,0,0,0,0
334,Luke Harris,Fulham,MID,2023/24,74,0,0,0,5,0,0,0,0,0,0
334,Luke Harris,Fulham,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
335,Josh King,Fulham,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
335,Josh King,Fulham,MID,2024/25,126,0,0,1,0,0,0,0,0,0,0
336,Harrison Reed,Fulham,MID,2023/24,1317,0,2,6,23,6,0,0,0,0,0
336,Harrison Reed,Fulham,MID,2024/25,100,0,0,0,3,2,0,0,0,0,0
337,Raúl Jiménez Rodríguez,Fulham,FWD,2023/24,1390,7,0,4,29,3,1,0,0,0,0
337,Raúl Jiménez Rodríguez,Fulham,FWD,2024/25,2486,12,3,7,37,4,0,0,0,0,0
338,Rodrigo Muniz Carvalho,Fulham,FWD,2023/24,1589,9,2,6,27,1,0,0,0,0,0
338,Rodrigo Muniz Carvalho,Fulham,FWD,2024/25,943,8,1,2,17,1,0,0,0,0,0
341,Karl Darlow,Leeds,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
342,Jayden Bogle,Leeds,DEF,2023/24,2787,3,3,3,79,9,0,0,0,0,1
348,Joe Rodon,Leeds,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
352,Jack Harrison,Leeds,MID,2023/24,2212,3,3,11,26,1,0,0,0,0,0
352,Jack Harrison,Leeds,MID,2024/25,2068,1,3,7,27,0,0,0,0,0,0
354,Ethan Ampadu,Leeds,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
493,Sean Longstaff,Leeds,MID,2023/24,2742,6,3,10,50,7,0,0,0,0,0
493,Sean Longstaff,Leeds,MID,2024/25,783,0,1,2,11,2,0,0,0,0,0
366,Alisson Becker,Liverpool,GK,2023/24,2520,0,0,8,30,1,0,83,0,0,0
366,Alisson Becker,Liverpool,GK,2024/25,2508,0,0,10,29,0,0,78,0,0,0
371,Milos Kerkez,Liverpool,DEF,2023/24,1966,0,2,6,37,4,1,0,0,0,1
371,Milos Kerkez,Liverpool,DEF,2024/25,3336,2,6,9,45,4,0,0,0,0,0
372,Andrew Robertson,Liverpool,DEF,2023/24,1689,3,2,3,22,2,0,0,0,0,0
372,Andrew Robertson,Liverpool,DEF,2024/25,2479,0,1,10,32,3,1,0,0,0,1
373,Virgil van Dijk,Liverpool,DEF,2023/24,3177,2,2,9,40,3,1,0,0,0,0
373,Virgil van Dijk,Liverpool,DEF,2024/25,3330,3,1,14,38,5,0,0,0,0,0
374,Ibrahima Konaté,Liverpool,DEF,2023/24,1570,0,0,6,19,3,1,0,0,0,0
374,Ibrahima Konaté,Liverpool,DEF,2024/25,2561,1,2,11,28,5,0,0,0,0,0
375,Conor Bradley,Liverpool,DEF,2023/24,752,1,3,3,7,2,0,0,0,0,1
375,Conor Bradley,Liverpool,DEF,2024/25,744,0,2,3,10,4,0,0,0,0,0
376,Joe Gomez,Liverpool,DEF,2023/24,1772,0,2,7,19,5,0,0,0,0,0
376,Joe Gomez,Liverpool,DEF,2024/25,517,0,0,1,8,1,0,0,0,0,0
377,Konstantinos Tsimikas,Liverpool,DEF,2023/24,675,0,3,4,7,0,0,0,0,0,0
377,Konstantinos Tsimikas,Liverpool,DEF,2024/25,829,0,1,4,8,2,0,0,0,0,0
378,Amara Nallo,Liverpool,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
378,Amara Nallo,Liverpool,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
379,Rhys Williams,Liverpool,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
381,Mohamed Salah,Liverpool,MID,2023/24,2531,18,12,8,30,2,0,0,0,2,0
381,Mohamed Salah,Liverpool,MID,2024/25,3374,29,18,15,40,1,0,0,0,0,0
383,Luis Díaz Marulanda,Liverpool,MID,2023/24,2625,8,7,7,33,3,0,0,0,0,0
383,Luis Díaz Marulanda,Liverpool,MID,2024/25,2393,13,7,15,21,2,0,0,0,0,0
384,Cody Gakpo,Liverpool,MID,2023/24,1633,8,5,5,20,1,0,0,0,0,0
384,Cody Gakpo,Liverpool,MID,2024/25,1921,10,5,5,25,5,0,0,0,0,0
385,Federico Chiesa,Liverpool,MID,2024/25,103,0,0,0,3,0,0,0,0,0,0
386,Alexis Mac Allister,Liverpool,MID,2023/24,2600,5,5,6,34,7,1,0,0,0,0
386,Alexis Mac Allister,Liverpool,MID,2024/25,2597,5,6,14,24,6,0,0,0,0,0
387,Dominik Szoboszlai,Liverpool,MID,2023/24,2102,3,4,8,23,1,0,0,0,0,0
387,Dominik Szoboszlai,Liverpool,MID,2024/25,2485,6,10,12,29,6,0,0,0,0,0
388,Curtis Jones,Liverpool,MID,2023/24,1156,1,1,2,19,3,1,0,0,0,0
388,Curtis Jones,Liverpool,MID,2024/25,1702,3,5,6,27,1,1,0,0,0,0
389,Harvey Elliott,Liverpool,MID,2023/24,1330,3,9,4,13,2,0,0,0,0,0
389,Harvey Elliott,Liverpool,MID,2024/25,359,1,2,0,6,1,0,0,0,0,0
390,Ryan Gravenberch,Liverpool,MID,2023/24,1110,1,0,3,17,0,0,0,0,0,0
390,Ryan Gravenberch,Liverpool,MID,2024/25,3160,0,4,14,35,5,1,0,0,0,0
391,Ben Doak,Liverpool,MID,2023/24,13,0,0,0,0,0,0,0,0,0,0
391,Ben Doak,Liverpool,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
392,Endo Wataru,Liverpool,MID,2023/24,1714,1,0,6,16,10,0,0,0,0,0
392,Endo Wataru,Liverpool,MID,2024/25,259,0,0,0,5,0,0,0,0,0,0
393,Stefan Bajčetić Maquieira,Liverpool,MID,2023/24,25,0,0,0,2,0,0,0,0,0,0
393,Stefan Bajčetić Maquieira,Liverpool,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
394,James McConnell,Liverpool,MID,2023/24,3,0,0,0,0,0,0,0,0,0,0
394,James McConnell,Liverpool,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
395,Tyler Morton,Liverpool,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
396,Trey Nyoni,Liverpool,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
396,Trey Nyoni,Liverpool,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
397,Darwin Núñez Ribeiro,Liverpool,FWD,2023/24,2033,11,11,6,25,9,0,0,0,1,0
397,Darwin Núñez Ribeiro,Liverpool,FWD,2024/25,1113,5,3,2,21,8,0,0,0,0,0
398,Jayden Danns,Liverpool,FWD,2023/24,7,0,0,0,0,1,0,0,0,0,0
398,Jayden Danns,Liverpool,FWD,2024/25,10,0,0,0,1,0,0,0,0,0,0
182,James Trafford,Man City,GK,2023/24,2520,0,0,2,62,2,0,106,0,0,0
399,Ederson Santana de Moraes,Man City,GK,2023/24,2785,0,0,11,27,5,0,57,0,0,0
399,Ederson Santana de Moraes,Man City,GK,2024/25,2320,0,4,10,26,4,0,54,0,0,0
400,Stefan Ortega Moreno,Man City,GK,2023/24,632,0,0,1,7,0,0,20,0,0,0
400,Stefan Ortega Moreno,Man City,GK,2024/25,1099,0,0,3,18,1,0,33,0,0,0
401,Marcus Bettinelli,Man City,GK,2023/24,0,0,0,0,0,1,0,0,0,0,0
401,Marcus Bettinelli,Man City,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
402,Rayan Aït-Nouri,Man City,DEF,2023/24,2327,2,3,3,43,7,0,0,0,0,0
402,Rayan Aït-Nouri,Man City,DEF,2024/25,3112,4,7,7,67,5,1,0,0,0,0
