fpl_id,full_name,team,position,season,minutes,goals,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,penalties_saved,penalties_missed,own_goals
403,Joško Gvardiol,Man City,DEF,2023/24,2327,4,2,9,23,3,0,0,0,0,0
403,Joško Gvardiol,Man City,DEF,2024/25,3278,5,0,13,41,2,0,0,0,0,0
404,Manuel Akanji,Man City,DEF,2023/24,2512,2,0,11,23,2,1,0,0,0,0
404,Manuel Akanji,Man City,DEF,2024/25,2012,0,0,6,28,3,0,0,0,0,0
405,Nathan Aké,Man City,DEF,2023/24,2039,2,3,6,20,0,0,0,0,0,0
405,Nathan Aké,Man City,DEF,2024/25,677,0,0,3,11,0,0,0,0,0,0
406,Abdukodir Khusanov,Man City,DEF,2024/25,503,0,0,2,6,1,0,0,0,0,1
407,Matheus Nunes,Man City,DEF,2023/24,831,0,2,2,13,0,1,0,0,0,0
407,Matheus Nunes,Man City,DEF,2024/25,1670,1,7,9,19,4,0,0,0,0,0
408,Rúben dos Santos Gato Alves Dias,Man City,DEF,2023/24,2557,0,0,9,28,0,0,0,0,0,1
408,Rúben dos Santos Gato Alves Dias,Man City,DEF,2024/25,2269,0,0,11,21,4,0,0,0,0,1
409,John Stones,Man City,DEF,2023/24,1061,1,0,5,9,2,0,0,0,0,0
409,John Stones,Man City,DEF,2024/25,544,2,0,1,11,1,0,0,0,0,0
410,Rico Lewis,Man City,DEF,2023/24,804,2,0,4,9,1,0,0,0,0,0
410,Rico Lewis,Man City,DEF,2024/25,1888,1,2,5,27,3,1,0,0,0,0
411,Nico O'Reilly,Man City,DEF,2024/25,525,2,0,3,3,0,0,0,0,0,0
412,Vitor de Oliveira Nunes dos Reis,Man City,DEF,2024/25,1,0,0,0,0,0,0,0,0,0,0
413,Omar Marmoush,Man City,MID,2024/25,1174,7,1,8,12,0,0,0,0,0,0
414,Phil Foden,Man City,MID,2023/24,2860,19,8,14,27,2,0,0,0,0,0
414,Phil Foden,Man City,MID,2024/25,1771,7,3,6,24,2,0,0,0,0,0
415,Sávio Moreira de Oliveira,Man City,MID,2024/25,1760,1,11,8,25,3,0,0,0,0,0
416,Bernardo Mota Veiga de Carvalho e Silva,Man City,MID,2023/24,2576,6,9,10,26,8,0,0,0,0,0
416,Bernardo Mota Veiga de Carvalho e Silva,Man City,MID,2024/25,2667,4,4,10,36,7,0,0,0,0,0
418,Jérémy Doku,Man City,MID,2023/24,1585,3,10,1,19,3,0,0,0,0,0
418,Jérémy Doku,Man City,MID,2024/25,1506,3,6,8,14,1,0,0,0,0,0
419,Jack Grealish,Man City,MID,2023/24,998,3,1,3,13,6,0,0,0,0,0
419,Jack Grealish,Man City,MID,2024/25,710,1,1,2,10,3,0,0,0,0,0
420,İlkay Gündoğan,Man City,MID,2024/25,2218,1,7,10,28,1,0,0,0,0,0
421,Rodrigo 'Rodri' Hernandez Cascante,Man City,MID,2023/24,2931,8,10,14,26,8,1,0,0,0,0
421,Rodrigo 'Rodri' Hernandez Cascante,Man City,MID,2024/25,72,0,0,0,1,0,0,0,0,0,0
422,Mateo Kovačić,Man City,MID,2023/24,1539,1,0,9,14,4,0,0,0,0,0
422,Mateo Kovačić,Man City,MID,2024/25,2194,6,3,10,29,5,1,0,0,0,0
423,Nico González Iglesias,Man City,MID,2024/25,760,1,1,6,7,3,0,0,0,0,0
424,Oscar Bobb,Man City,MID,2023/24,294,1,2,1,5,0,0,0,0,0,0
424,Oscar Bobb,Man City,MID,2024/25,14,0,0,0,1,0,0,0,0,0,0
425,Claudio Echeverri,Man City,MID,2024/25,5,0,0,0,0,0,0,0,0,0,0
426,James McAtee,Man City,MID,2023/24,1815,3,4,2,65,2,0,0,0,0,0
426,James McAtee,Man City,MID,2024/25,340,3,0,0,6,1,0,0,0,0,0
429,Kalvin Phillips,Man City,MID,2023/24,394,0,0,0,13,1,1,0,0,0,0
429,Kalvin Phillips,Man City,MID,2024/25,1231,0,0,1,30,4,1,0,0,0,0
430,Erling Haaland,Man City,FWD,2023/24,2553,27,8,11,25,1,0,0,0,1,0
430,Erling Haaland,Man City,FWD,2024/25,2736,22,3,10,38,2,0,0,0,1,0
119,Bryan Mbeumo,Man Utd,MID,2023/24,1957,9,7,5,31,2,0,0,0,0,0
119,Bryan Mbeumo,Man Utd,MID,2024/25,3415,20,9,9,55,3,0,0,0,1,0
431,Altay Bayındır,Man Utd,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
431,Altay Bayındır,Man Utd,GK,2024/25,360,0,0,1,10,0,0,8,0,0,0
432,André Onana,Man Utd,GK,2023/24,3420,0,0,9,58,5,0,149,0,0,0
432,André Onana,Man Utd,GK,2024/25,3060,0,0,9,44,0,0,90,1,0,0
433,Elyh Harrison,Man Utd,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
434,Tom Heaton,Man Utd,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
434,Tom Heaton,Man Utd,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
435,Dermot Mee,Man Utd,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
435,Dermot Mee,Man Utd,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
436,Matthijs de Ligt,Man Utd,DEF,2024/25,2119,2,0,4,36,3,0,0,0,0,0
437,Lisandro Martínez,Man Utd,DEF,2023/24,643,0,1,1,12,3,0,0,0,0,1
437,Lisandro Martínez,Man Utd,DEF,2024/25,1751,2,1,6,27,7,0,0,0,0,0
438,Noussair Mazraoui,Man Utd,DEF,2024/25,2836,0,1,7,43,3,0,0,0,0,0
440,Diogo Dalot Teixeira,Man Utd,DEF,2023/24,3174,2,3,8,55,4,1,0,0,0,0
440,Diogo Dalot Teixeira,Man Utd,DEF,2024/25,2812,0,4,8,45,5,0,0,0,0,0
441,Patrick Dorgu,Man Utd,DEF,2024/25,840,0,0,2,12,3,1,0,0,0,0
442,Harry Maguire,Man Utd,DEF,2023/24,1650,2,4,4,29,3,0,0,0,0,0
442,Harry Maguire,Man Utd,DEF,2024/25,1751,1,0,3,27,7,0,0,0,0,0
443,Luke Shaw,Man Utd,DEF,2023/24,960,0,1,4,13,6,0,0,0,0,0
443,Luke Shaw,Man Utd,DEF,2024/25,346,0,0,0,5,1,0,0,0,0,1
444,Leny Yoro,Man Utd,DEF,2024/25,1160,0,0,1,24,5,0,0,0,0,0
445,Harry Amass,Man Utd,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
445,Harry Amass,Man Utd,DEF,2024/25,345,0,0,0,9,0,0,0,0,0,0
446,Tyler Fredricson,Man Utd,DEF,2024/25,166,0,0,0,5,0,0,0,0,0,0
447,Ayden Heaven,Man Utd,DEF,2024/25,169,0,0,1,1,1,0,0,0,0,0
448,Tyrell Malacia,Man Utd,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
448,Tyrell Malacia,Man Utd,DEF,2024/25,99,0,0,0,1,1,0,0,0,0,0
449,Bruno Borges Fernandes,Man Utd,MID,2023/24,3118,10,9,7,52,9,0,0,0,1,0
449,Bruno Borges Fernandes,Man Utd,MID,2024/25,3017,8,12,10,47,3,2,0,0,0,0
450,Matheus Santos Carneiro da Cunha,Man Utd,MID,2023/24,2438,12,7,6,46,9,0,0,0,0,0
450,Matheus Santos Carneiro da Cunha,Man Utd,MID,2024/25,2596,15,7,7,54,4,0,0,0,0,0
451,Marcus Rashford,Man Utd,MID,2023/24,2264,7,3,7,37,2,0,0,0,0,0
451,Marcus Rashford,Man Utd,MID,2024/25,1414,6,4,7,15,2,0,0,0,0,0
452,Amad Diallo,Man Utd,MID,2023/24,385,1,1,1,6,1,0,0,0,0,0
452,Amad Diallo,Man Utd,MID,2024/25,1898,8,8,7,30,5,0,0,0,0,0
453,Alejandro Garnacho Ferreyra,Man Utd,MID,2023/24,2564,7,7,8,39,4,0,0,0,0,0
453,Alejandro Garnacho Ferreyra,Man Utd,MID,2024/25,2188,6,4,5,36,3,0,0,0,0,0
454,Antony dos Santos,Man Utd,MID,2023/24,1311,1,1,3,26,5,0,0,0,0,0
454,Antony dos Santos,Man Utd,MID,2024/25,135,0,0,0,2,0,0,0,0,0,0
455,Mason Mount,Man Utd,MID,2023/24,509,1,0,1,13,2,0,0,0,0,0
455,Mason Mount,Man Utd,MID,2024/25,613,1,0,3,11,3,0,0,0,0,0
456,Jadon Sancho,Man Utd,MID,2023/24,76,0,0,0,1,0,0,0,0,0,0
456,Jadon Sancho,Man Utd,MID,2024/25,1754,3,5,7,24,2,0,0,0,0,0
457,Carlos Henrique Casimiro,Man Utd,MID,2023/24,1981,1,3,5,34,7,0,0,0,0,0
457,Carlos Henrique Casimiro,Man Utd,MID,2024/25,1489,1,0,6,20,5,0,0,0,0,0
458,Kobbie Mainoo,Man Utd,MID,2023/24,1927,3,1,7,31,3,0,0,0,0,0
458,Kobbie Mainoo,Man Utd,MID,2024/25,1646,0,0,5,27,5,0,0,0,0,0
459,Manuel Ugarte Ribeiro,Man Utd,MID,2024/25,1777,1,2,4,33,11,0,0,0,0,1
460,Toby Collyer,Man Utd,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
460,Toby Collyer,Man Utd,MID,2024/25,174,0,0,0,2,0,0,0,0,0,0
461,Jayce Fitzgerald,Man Utd,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
462,Jack Fletcher,Man Utd,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
463,Sékou Koné,Man Utd,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
464,Jack Moorhouse,Man Utd,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
465,Rasmus Højlund,Man Utd,FWD,2023/24,2156,10,2,6,35,2,0,0,0,0,0
465,Rasmus Højlund,Man Utd,FWD,2024/25,1998,4,1,6,31,2,0,0,0,0,0
466,Joshua Zirkzee,Man Utd,FWD,2024/25,1385,3,2,3,24,2,0,0,0,0,0
467,Chido Obi,Man Utd,FWD,2024/25,160,0,0,0,5,1,0,0,0,0,0
468,Ethan Wheatley,Man Utd,FWD,2023/24,13,0,0,0,0,0,0,0,0,0,0
468,Ethan Wheatley,Man Utd,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
469,Nick Pope,Newcastle,GK,2023/24,1345,0,0,6,16,1,0,43,0,0,0
469,Nick Pope,Newcastle,GK,2024/25,2520,0,0,8,35,2,0,88,1,0,0
471,Mark Gillespie,Newcastle,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
472,Odysseas Vlachodimos,Newcastle,GK,2023/24,450,0,0,1,12,0,0,10,0,0,0
472,Odysseas Vlachodimos,Newcastle,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
473,Lewis Hall,Newcastle,DEF,2023/24,773,1,0,2,12,2,0,0,0,0,0
473,Lewis Hall,Newcastle,DEF,2024/25,2188,0,7,8,31,3,0,0,0,0,0
474,Fabian Schär,Newcastle,DEF,2023/24,3055,4,3,9,58,5,0,0,0,0,0
474,Fabian Schär,Newcastle,DEF,2024/25,2935,4,2,11,42,9,1,0,0,0,0
475,Sven Botman,Newcastle,DEF,2023/24,1375,2,2,3,29,2,0,0,0,0,1
475,Sven Botman,Newcastle,DEF,2024/25,412,0,0,2,4,1,0,0,0,0,0
476,Dan Burn,Newcastle,DEF,2023/24,2725,2,2,8,45,4,0,0,0,0,0
476,Dan Burn,Newcastle,DEF,2024/25,3330,1,1,13,45,11,0,0,0,0,2
477,Tino Livramento,Newcastle,DEF,2023/24,1302,1,0,2,27,1,0,0,0,0,0
477,Tino Livramento,Newcastle,DEF,2024/25,2835,0,1,10,40,1,0,0,0,0,0
478,Kieran Trippier,Newcastle,DEF,2023/24,2235,1,10,6,43,5,0,0,0,0,0
478,Kieran Trippier,Newcastle,DEF,2024/25,1299,0,3,6,18,1,0,0,0,0,0
479,Emil Krafth,Newcastle,DEF,2023/24,909,0,0,3,15,2,0,0,0,0,0
479,Emil Krafth,Newcastle,DEF,2024/25,334,0,0,1,2,2,0,0,0,0,0
480,Jamaal Lascelles,Newcastle,DEF,2023/24,1077,1,0,5,15,4,0,0,0,0,0
480,Jamaal Lascelles,Newcastle,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
481,Alex Murphy,Newcastle,DEF,2023/24,11,0,0,0,0,0,0,0,0,0,0
481,Alex Murphy,Newcastle,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
482,Harrison Ashby,Newcastle,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
483,Miodrag Pivaš,Newcastle,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
484,Matt Targett,Newcastle,DEF,2023/24,77,0,0,0,4,1,0,0,0,0,0
484,Matt Targett,Newcastle,DEF,2024/25,20,0,0,0,0,0,0,0,0,0,0
485,Anthony Gordon,Newcastle,MID,2023/24,2896,11,16,12,48,10,1,0,0,0,0
485,Anthony Gordon,Newcastle,MID,2024/25,2428,6,6,10,33,2,0,0,0,1,0
486,Anthony Elanga,Newcastle,MID,2023/24,2424,5,9,2,47,1,0,0,0,0,0
486,Anthony Elanga,Newcastle,MID,2024/25,2496,6,11,12,35,1,0,0,0,0,0
487,Harvey Barnes,Newcastle,MID,2023/24,788,5,3,2,10,2,0,0,0,0,0
487,Harvey Barnes,Newcastle,MID,2024/25,1746,9,5,6,23,0,0,0,0,0,0
488,Bruno Guimarães Rodriguez Moura,Newcastle,MID,2023/24,3264,7,9,10,60,8,0,0,0,0,0
488,Bruno Guimarães Rodriguez Moura,Newcastle,MID,2024/25,3273,5,6,13,44,7,0,0,0,0,0
489,Jacob Murphy,Newcastle,MID,2023/24,1184,3,8,5,21,1,0,0,0,0,0
489,Jacob Murphy,Newcastle,MID,2024/25,2356,8,13,11,31,4,0,0,0,0,0
490,Joelinton Cássio Apolinário de Lira,Newcastle,MID,2023/24,1276,2,1,3,23,6,0,0,0,0,0
490,Joelinton Cássio Apolinário de Lira,Newcastle,MID,2024/25,2394,4,4,10,32,10,0,0,0,0,0
491,Sandro Tonali,Newcastle,MID,2023/24,437,1,0,1,5,2,0,0,0,0,0
491,Sandro Tonali,Newcastle,MID,2024/25,2625,4,2,11,34,5,0,0,0,0,0
494,Joe Willock,Newcastle,MID,2023/24,415,1,0,1,9,0,0,0,0,0,0
494,Joe Willock,Newcastle,MID,2024/25,1065,0,2,4,16,4,0,0,0,0,0
495,Isaac Hayden,Newcastle,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
495,Isaac Hayden,Newcastle,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
496,Garang Kuol,Newcastle,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
496,Garang Kuol,Newcastle,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
497,Lewis Miley,Newcastle,MID,2023/24,1203,1,3,1,29,1,0,0,0,0,0
497,Lewis Miley,Newcastle,MID,2024/25,304,1,0,0,4,0,0,0,0,0,0
498,Joe White,Newcastle,MID,2023/24,12,0,0,0,0,1,0,0,0,0,0
498,Joe White,Newcastle,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
499,Alexander Isak,Newcastle,FWD,2023/24,2253,21,4,7,41,1,0,0,0,1,0
499,Alexander Isak,Newcastle,FWD,2024/25,2758,23,6,12,41,1,0,0,0,0,0
500,William Osula,Newcastle,FWD,2023/24,778,0,1,0,23,4,0,0,0,0,0
500,William Osula,Newcastle,FWD,2024/25,124,1,0,0,3,0,0,0,0,0,0
501,Sean Neave,Newcastle,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
674,Aaron Ramsdale,Newcastle,GK,2023/24,540,0,0,2,5,0,0,9,0,0,0
674,Aaron Ramsdale,Newcastle,GK,2024/25,2700,0,0,3,66,2,0,125,2,0,0
502,Matz Sels,Nott'm Forest,GK,2023/24,1440,0,0,1,27,1,0,37,0,0,0
502,Matz Sels,Nott'm Forest,GK,2024/25,3420,0,1,13,46,4,0,120,0,0,0
503,Carlos Miguel dos Santos Pereira,Nott'm Forest,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
504,Matt Turner,Nott'm Forest,GK,2023/24,1530,0,0,2,28,2,0,55,0,0,0
504,Matt Turner,Nott'm Forest,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
505,Nikola Milenković,Nott'm Forest,DEF,2024/25,3330,5,2,13,45,4,0,0,0,0,0
506,Murillo Costa dos Santos,Nott'm Forest,DEF,2023/24,2790,0,2,3,56,5,0,0,0,0,1
506,Murillo Costa dos Santos,Nott'm Forest,DEF,2024/25,3188,2,0,12,44,6,0,0,0,0,0
507,Ola Aina,Nott'm Forest,DEF,2023/24,1690,1,1,2,39,3,0,0,0,0,0
507,Ola Aina,Nott'm Forest,DEF,2024/25,2996,2,1,12,39,5,0,0,0,0,0
508,Neco Williams,Nott'm Forest,DEF,2023/24,1630,0,1,1,33,4,0,0,0,0,0
508,Neco Williams,Nott'm Forest,DEF,2024/25,2588,1,3,10,31,7,0,0,0,0,0
511,Felipe Rodrigues da Silva,Nott'm Forest,DEF,2024/25,891,0,0,3,14,5,0,0,0,0,0
512,Omar Richards,Nott'm Forest,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
512,Omar Richards,Nott'm Forest,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
513,Zach Abbott,Nott'm Forest,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
514,Willy Boly,Nott'm Forest,DEF,2023/24,1437,2,1,3,26,1,1,0,0,0,0
514,Willy Boly,Nott'm Forest,DEF,2024/25,146,0,0,0,1,1,0,0,0,0,0
515,Morgan Gibbs-White,Nott'm Forest,MID,2023/24,3156,5,12,5,59,9,0,0,0,0,0
515,Morgan Gibbs-White,Nott'm Forest,MID,2024/25,2806,7,11,13,34,9,1,0,0,0,0
516,Callum Hudson-Odoi,Nott'm Forest,MID,2023/24,1846,8,2,2,41,0,0,0,0,0,0
516,Callum Hudson-Odoi,Nott'm Forest,MID,2024/25,2190,5,3,11,23,2,0,0,0,0,0
517,Elliot Anderson,Nott'm Forest,MID,2023/24,1018,0,2,5,14,3,0,0,0,0,0
517,Elliot Anderson,Nott'm Forest,MID,2024/25,2726,2,6,13,37,10,0,0,0,0,0
518,João Pedro Ferreira da Silva,Nott'm Forest,MID,2024/25,835,3,2,1,16,5,0,0,0,0,0
519,Nicolás Domínguez,Nott'm Forest,MID,2023/24,1489,2,2,6,27,4,0,0,0,0,0
519,Nicolás Domínguez,Nott'm Forest,MID,2024/25,1954,0,1,7,27,9,0,0,0,0,0
520,Lewis O'Brien,Nott'm Forest,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
520,Lewis O'Brien,Nott'm Forest,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
521,Ibrahim Sangaré,Nott'm Forest,MID,2023/24,1031,0,0,4,16,6,0,0,0,0,0
521,Ibrahim Sangaré,Nott'm Forest,MID,2024/25,584,0,1,2,6,3,0,0,0,0,0
522,Ryan Yates,Nott'm Forest,MID,2023/24,1979,1,1,1,38,6,0,0,0,0,0
522,Ryan Yates,Nott'm Forest,MID,2024/25,1901,2,2,6,27,10,0,0,0,0,0
523,Eric da Silva Moreira,Nott'm Forest,MID,2024/25,28,0,0,0,0,0,0,0,0,0,0
525,Chris Wood,Nott'm Forest,FWD,2023/24,1801,14,1,2,34,0,0,0,0,0,0
525,Chris Wood,Nott'm Forest,FWD,2024/25,2958,20,3,15,37,1,0,0,0,0,0
527,Taiwo Awoniyi,Nott'm Forest,FWD,2023/24,1036,6,3,3,21,2,0,0,0,0,0
527,Taiwo Awoniyi,Nott'm Forest,FWD,2024/25,398,1,0,1,10,0,0,0,0,0,0
252,Marc Guiu Paz,Sunderland,FWD,2024/25,71,0,0,0,2,0,0,0,0,0,0
543,Simon Adingra,Sunderland,MID,2023/24,2220,6,1,4,38,3,0,0,0,0,0
543,Simon Adingra,Sunderland,MID,2024/25,1081,2,3,2,23,0,0,0,0,0,0
668,Granit Xhaka,Sunderland,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
565,Guglielmo Vicario,Spurs,GK,2023/24,3420,0,0,7,61,2,0,110,0,0,0
565,Guglielmo Vicario,Spurs,GK,2024/25,2160,0,0,4,37,1,0,68,0,0,0
566,Brandon Austin,Spurs,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
566,Brandon Austin,Spurs,GK,2024/25,90,0,0,0,2,0,0,2,0,0,0
567,Antonín Kinský,Spurs,GK,2024/25,540,0,0,1,11,0,0,24,0,0,0
568,Pedro Porro Sauceda,Spurs,DEF,2023/24,3090,3,8,7,54,3,0,0,0,0,0
568,Pedro Porro Sauceda,Spurs,DEF,2024/25,2606,2,6,6,47,5,0,0,0,0,0
569,Cristian Romero,Spurs,DEF,2023/24,2790,5,0,7,46,7,1,0,0,0,1
569,Cristian Romero,Spurs,DEF,2024/25,1416,1,1,3,22,3,0,0,0,0,0
570,Kevin Danso,Spurs,DEF,2024/25,842,0,0,1,18,0,0,0,0,0,0
571,Ben Davies,Spurs,DEF,2023/24,1085,1,2,1,21,2,0,0,0,0,0
571,Ben Davies,Spurs,DEF,2024/25,1329,0,0,3,26,5,0,0,0,0,0
572,Radu Drăgușin,Spurs,DEF,2023/24,424,0,0,1,7,1,0,0,0,0,0
572,Radu Drăgușin,Spurs,DEF,2024/25,1250,0,0,2,29,1,0,0,0,0,0
573,Djed Spence,Spurs,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
573,Djed Spence,Spurs,DEF,2024/25,1790,1,2,3,39,2,1,0,0,0,1
574,Destiny Udogie,Spurs,DEF,2023/24,2391,2,3,5,43,5,1,0,0,0,0
574,Destiny Udogie,Spurs,DEF,2024/25,1923,0,1,2,35,2,0,0,0,0,1
575,Micky van de Ven,Spurs,DEF,2023/24,2341,3,0,5,38,5,0,0,0,0,0
575,Micky van de Ven,Spurs,DEF,2024/25,1014,0,2,2,17,4,0,0,0,0,0
576,Ashley Phillips,Spurs,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
576,Ashley Phillips,Spurs,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
579,Son Heung-min,Spurs,MID,2023/24,2934,17,10,8,51,1,0,0,0,0,1
579,Son Heung-min,Spurs,MID,2024/25,2106,7,10,4,35,1,0,0,0,1,0
580,Brennan Johnson,Spurs,MID,2023/24,2317,5,12,5,42,3,0,0,0,0,0
580,Brennan Johnson,Spurs,MID,2024/25,2171,11,6,2,38,5,0,0,0,0,0
581,James Maddison,Spurs,MID,2023/24,2137,4,11,7,31,5,0,0,0,0,0
581,James Maddison,Spurs,MID,2024/25,1799,9,8,6,32,6,0,0,0,0,0
582,Mohammed Kudus,Spurs,MID,2023/24,2485,8,9,3,61,6,0,0,0,0,0
582,Mohammed Kudus,Spurs,MID,2024/25,2589,5,4,7,46,2,1,0,0,0,0
583,Dejan Kulusevski,Spurs,MID,2023/24,2759,8,3,8,46,7,0,0,0,0,0
583,Dejan Kulusevski,Spurs,MID,2024/25,2386,7,4,6,41,3,0,0,0,0,0
584,Mathys Tel,Spurs,MID,2024/25,908,2,2,2,20,2,0,0,0,0,0
585,Rodrigo Bentancur,Spurs,MID,2023/24,997,1,1,1,25,7,0,0,0,0,0
585,Rodrigo Bentancur,Spurs,MID,2024/25,1640,2,0,3,26,9,0,0,0,0,0
586,Lucas Bergvall,Spurs,MID,2024/25,1200,0,2,3,25,3,0,0,0,0,0
587,Yves Bissouma,Spurs,MID,2023/24,2070,0,0,7,35,8,2,0,0,0,0
587,Yves Bissouma,Spurs,MID,2024/25,1396,2,0,3,28,7,0,0,0,0,0
588,Wilson Odobert,Spurs,MID,2023/24,2095,3,4,2,48,3,0,0,0,0,0
588,Wilson Odobert,Spurs,MID,2024/25,843,1,0,1,20,0,0,0,0,0,0
589,Manor Solomon,Spurs,MID,2023/24,196,0,2,0,2,1,0,0,0,0,0
589,Manor Solomon,Spurs,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
590,Bryan Gil Salvatierra,Spurs,MID,2023/24,200,0,0,0,11,0,0,0,0,0,0
590,Bryan Gil Salvatierra,Spurs,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
591,Archie Gray,Spurs,MID,2024/25,1750,0,0,2,41,1,0,0,0,0,1
592,Mikey Moore,Spurs,MID,2023/24,3,0,0,0,0,0,0,0,0,0,0
592,Mikey Moore,Spurs,MID,2024/25,359,0,2,0,5,0,0,0,0,0,0
593,Pape Matar Sarr,Spurs,MID,2023/24,2063,3,3,9,27,9,0,0,0,0,0
593,Pape Matar Sarr,Spurs,MID,2024/25,1901,3,2,2,38,6,0,0,0,0,0
594,Yang Min-hyeok,Spurs,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
595,Callum Olusesi,Spurs,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
596,Dominic Solanke-Mitchell,Spurs,FWD,2023/24,3325,19,3,10,61,3,0,0,0,1,0
596,Dominic Solanke-Mitchell,Spurs,FWD,2024/25,2199,9,5,4,43,0,0,0,0,0,1
597,Richarlison de Andrade,Spurs,FWD,2023/24,1481,11,4,7,18,3,0,0,0,0,0
597,Richarlison de Andrade,Spurs,FWD,2024/25,497,4,1,1,9,2,0,0,0,0,0
598,Will Lankshear,Spurs,FWD,2024/25,10,0,0,0,0,0,0,0,0,0,0
599,Dane Scarlett,Spurs,FWD,2023/24,19,0,0,0,0,0,0,0,0,0,0
599,Dane Scarlett,Spurs,FWD,2024/25,31,0,1,0,1,0,0,0,0,0,0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,MID,2023/24,2698,4,1,9,46,13,0,0,0,0,0
600,Alphonse Areola,West Ham,GK,2023/24,2700,0,0,4,53,1,0,138,2,0,1
600,Alphonse Areola,West Ham,GK,2024/25,2259,0,0,4,41,0,0,82,0,0,1
601,Wes Foderingham,West Ham,GK,2023/24,2648,0,0,1,79,2,0,133,0,0,1
601,Wes Foderingham,West Ham,GK,2024/25,0,0,0,0,0,0,0,0,0,0,0
604,Emerson Palmieri dos Santos,West Ham,DEF,2023/24,3138,1,4,5,67,10,0,0,0,0,1
604,Emerson Palmieri dos Santos,West Ham,DEF,2024/25,2108,2,1,5,41,5,0,0,0,0,0
605,Maximilian Kilman,West Ham,DEF,2023/24,3420,2,0,5,65,7,0,0,0,0,0
605,Maximilian Kilman,West Ham,DEF,2024/25,3348,0,1,6,62,5,0,0,0,0,0
606,Konstantinos Mavropanos,West Ham,DEF,2023/24,1500,1,0,3,27,2,0,0,0,0,2
606,Konstantinos Mavropanos,West Ham,DEF,2024/25,2035,0,0,2,39,4,1,0,0,0,0
607,Nayef Aguerd,West Ham,DEF,2023/24,1857,1,0,2,44,1,1,0,0,0,0
607,Nayef Aguerd,West Ham,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
608,Ollie Scarles,West Ham,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
608,Ollie Scarles,West Ham,DEF,2024/25,659,0,0,2,9,1,0,0,0,0,0
609,Jean-Clair Todibo,West Ham,DEF,2024/25,1824,0,0,5,33,3,0,0,0,0,0
610,Aaron Wan-Bissaka,West Ham,DEF,2023/24,1778,0,2,3,34,4,0,0,0,0,0
610,Aaron Wan-Bissaka,West Ham,DEF,2024/25,3154,2,6,6,59,1,0,0,0,0,1
611,Kaelan Casey,West Ham,DEF,2023/24,1,0,0,0,0,0,0,0,0,0,0
611,Kaelan Casey,West Ham,DEF,2024/25,1,0,0,0,0,0,0,0,0,0,0
612,Lucas Tolentino Coelho de Lima,West Ham,MID,2023/24,2627,4,6,4,52,10,0,0,0,0,0
612,Lucas Tolentino Coelho de Lima,West Ham,MID,2024/25,2374,4,1,4,50,10,0,0,0,0,0
613,Tomáš Souček,West Ham,MID,2023/24,2867,7,2,5,64,7,0,0,0,0,0
