fpl_id,2023/24,2024/25,min_2023/24,min_2024/25,full_name,position,latest_team
456,3.0,86.0,76.0,1754.0,Jadon Sancho,MID,Man Utd
457,58.0,48.0,1981.0,1489.0,Carlos Henrique Casimiro,MID,Man Utd
458,77.0,42.0,1927.0,1646.0,Kobbie Mainoo,MID,Man Utd
459,,49.0,,1777.0,Manuel Ugarte Ribeiro,MID,Man Utd
460,0.0,6.0,0.0,174.0,Toby Collyer,MID,Man Utd
461,,0.0,,0.0,Jayce Fitzgerald,MID,Man Utd
462,,0.0,,0.0,Jack Fletcher,MID,Man Utd
463,,0.0,,0.0,Sékou Koné,MID,Man Utd
464,,0.0,,0.0,Jack Moorhouse,MID,Man Utd
465,112.0,78.0,2156.0,1998.0,Rasmus Højlund,FWD,Man Utd
466,,64.0,,1385.0,Joshua Zirkzee,FWD,Man Utd
467,,7.0,,160.0,Chido Obi,FWD,Man Utd
468,3.0,0.0,13.0,0.0,Ethan Wheatley,FWD,Man Utd
469,57.0,102.0,1345.0,2520.0,Nick Pope,GK,Newcastle
470,75.0,44.0,1984.0,900.0,Martin Dúbravka,GK,Burnley
471,0.0,,0.0,,Mark Gillespie,GK,Newcastle
472,12.0,0.0,450.0,0.0,Odysseas Vlachodimos,GK,Newcastle
473,38.0,102.0,773.0,2188.0,Lewis Hall,DEF,Newcastle
474,123.0,118.0,3055.0,2935.0,Fabian Schär,DEF,Newcastle
475,51.0,18.0,1375.0,412.0,Sven Botman,DEF,Newcastle
476,97.0,115.0,2725.0,3330.0,Dan Burn,DEF,Newcastle
477,45.0,105.0,1302.0,2835.0,Tino Livramento,DEF,Newcastle
478,111.0,72.0,2235.0,1299.0,Kieran Trippier,DEF,Newcastle
479,33.0,17.0,909.0,334.0,Emil Krafth,DEF,Newcastle
480,46.0,0.0,1077.0,0.0,Jamaal Lascelles,DEF,Newcastle
481,2.0,0.0,11.0,0.0,Alex Murphy,DEF,Newcastle
482,0.0,,0.0,,Harrison Ashby,DEF,Newcastle
483,,0.0,,0.0,Miodrag Pivaš,DEF,Newcastle
484,2.0,2.0,77.0,20.0,Matt Targett,DEF,Newcastle
485,183.0,124.0,2896.0,2428.0,Anthony Gordon,MID,Newcastle
486,119.0,153.0,2424.0,2496.0,Anthony Elanga,MID,Newcastle
487,64.0,130.0,788.0,1746.0,Harvey Barnes,MID,Newcastle
488,153.0,135.0,3264.0,3273.0,Bruno Guimarães Rodriguez Moura,MID,Newcastle
489,82.0,159.0,1184.0,2356.0,Jacob Murphy,MID,Newcastle
490,45.0,99.0,1276.0,2394.0,Joelinton Cássio Apolinário de Lira,MID,Newcastle
491,16.0,106.0,437.0,2625.0,Sandro Tonali,MID,Newcastle
493,110.0,34.0,2742.0,783.0,Sean Longstaff,MID,Leeds
494,18.0,46.0,415.0,1065.0,Joe Willock,MID,Newcastle
495,0.0,0.0,0.0,0.0,Isaac Hayden,MID,Newcastle
496,0.0,0.0,0.0,0.0,Garang Kuol,MID,Newcastle
497,44.0,21.0,1203.0,304.0,Lewis Miley,MID,Newcastle
498,3.0,0.0,12.0,0.0,Joe White,MID,Newcastle
499,172.0,211.0,2253.0,2758.0,Alexander Isak,FWD,Newcastle
500,25.0,19.0,778.0,124.0,William Osula,FWD,Newcastle
501,,0.0,,0.0,Sean Neave,FWD,Newcastle
502,34.0,150.0,1440.0,3420.0,Matz Sels,GK,Nott'm Forest
503,,0.0,,0.0,Carlos Miguel dos Santos Pereira,GK,Nott'm Forest
504,41.0,0.0,1530.0,0.0,Matt Turner,GK,Nott'm Forest
505,,145.0,,3330.0,Nikola Milenković,DEF,Nott'm Forest
506,58.0,130.0,2790.0,3188.0,Murillo Costa dos Santos,DEF,Nott'm Forest
507,45.0,128.0,1690.0,2996.0,Ola Aina,DEF,Nott'm Forest
508,39.0,109.0,1630.0,2588.0,Neco Williams,DEF,Nott'm Forest
511,,36.0,,891.0,Felipe Rodrigues da Silva,DEF,Nott'm Forest
512,0.0,0.0,0.0,0.0,Omar Richards,DEF,Nott'm Forest
513,,0.0,,0.0,Zach Abbott,DEF,Nott'm Forest
514,58.0,6.0,1437.0,146.0,Willy Boly,DEF,Nott'm Forest
515,142.0,154.0,3156.0,2806.0,Morgan Gibbs-White,MID,Nott'm Forest
516,109.0,103.0,1846.0,2190.0,Callum Hudson-Odoi,MID,Nott'm Forest
517,42.0,107.0,1018.0,2726.0,Elliot Anderson,MID,Nott'm Forest
518,,52.0,,835.0,João Pedro Ferreira da Silva,MID,Nott'm Forest
519,67.0,54.0,1489.0,1954.0,Nicolás Domínguez,MID,Nott'm Forest
520,0.0,0.0,0.0,0.0,Lewis O'Brien,MID,Nott'm Forest
521,25.0,20.0,1031.0,584.0,Ibrahim Sangaré,MID,Nott'm Forest
522,59.0,67.0,1979.0,1901.0,Ryan Yates,MID,Nott'm Forest
523,,2.0,,28.0,Eric da Silva Moreira,MID,Nott'm Forest
525,131.0,200.0,1801.0,2958.0,Chris Wood,FWD,Nott'm Forest
527,67.0,32.0,1036.0,398.0,Taiwo Awoniyi,FWD,Nott'm Forest
543,97.0,60.0,2220.0,1081.0,Simon Adingra,MID,Sunderland
565,112.0,66.0,3420.0,2160.0,Guglielmo Vicario,GK,Spurs
566,0.0,1.0,0.0,90.0,Brandon Austin,GK,Spurs
567,,17.0,,540.0,Antonín Kinský,GK,Spurs
568,136.0,98.0,3090.0,2606.0,Pedro Porro Sauceda,DEF,Spurs
569,107.0,49.0,2790.0,1416.0,Cristian Romero,DEF,Spurs
570,,16.0,,842.0,Kevin Danso,DEF,Spurs
571,34.0,28.0,1085.0,1329.0,Ben Davies,DEF,Spurs
572,14.0,24.0,424.0,1250.0,Radu Drăgușin,DEF,Spurs
573,0.0,51.0,0.0,1790.0,Djed Spence,DEF,Spurs
574,79.0,43.0,2391.0,1923.0,Destiny Udogie,DEF,Spurs
575,81.0,32.0,2341.0,1014.0,Micky van de Ven,DEF,Spurs
576,0.0,0.0,0.0,0.0,Ashley Phillips,DEF,Spurs
579,213.0,129.0,2934.0,2106.0,Son Heung-min,MID,Spurs
580,131.0,137.0,2317.0,2171.0,Brennan Johnson,MID,Spurs
581,117.0,133.0,2137.0,1799.0,James Maddison,MID,Spurs
582,137.0,106.0,2485.0,2589.0,Mohammed Kudus,MID,Spurs
583,130.0,117.0,2759.0,2386.0,Dejan Kulusevski,MID,Spurs
584,,42.0,,908.0,Mathys Tel,MID,Spurs
585,32.0,49.0,997.0,1640.0,Rodrigo Bentancur,MID,Spurs
586,,44.0,,1200.0,Lucas Bergvall,MID,Spurs
587,44.0,50.0,2070.0,1396.0,Yves Bissouma,MID,Spurs
588,82.0,34.0,2095.0,843.0,Wilson Odobert,MID,Spurs
589,14.0,0.0,196.0,0.0,Manor Solomon,MID,Spurs
590,12.0,0.0,200.0,0.0,Bryan Gil Salvatierra,MID,Spurs
591,,45.0,,1750.0,Archie Gray,MID,Spurs
592,2.0,19.0,3.0,359.0,Mikey Moore,MID,Spurs
593,86.0,71.0,2063.0,1901.0,Pape Matar Sarr,MID,Spurs
594,,0.0,,0.0,Yang Min-hyeok,MID,Spurs
595,,0.0,,0.0,Callum Olusesi,MID,Spurs
596,175.0,108.0,3325.0,2199.0,Dominic Solanke-Mitchell,FWD,Spurs
597,122.0,35.0,1481.0,497.0,Richarlison de Andrade,FWD,Spurs
598,,3.0,,10.0,Will Lankshear,FWD,Spurs
599,4.0,6.0,19.0,31.0,Dane Scarlett,FWD,Spurs
600,116.0,69.0,2700.0,2259.0,Alphonse Areola,GK,West Ham
601,70.0,0.0,2648.0,0.0,Wes Foderingham,GK,West Ham
604,82.0,76.0,3138.0,2108.0,Emerson Palmieri dos Santos,DEF,West Ham
605,82.0,82.0,3420.0,3348.0,Maximilian Kilman,DEF,West Ham
606,40.0,45.0,1500.0,2035.0,Konstantinos Mavropanos,DEF,West Ham
607,36.0,0.0,1857.0,0.0,Nayef Aguerd,DEF,West Ham
608,0.0,29.0,0.0,659.0,Ollie Scarles,DEF,West Ham
609,,54.0,,1824.0,Jean-Clair Todibo,DEF,West Ham
610,47.0,118.0,1778.0,3154.0,Aaron Wan-Bissaka,DEF,West Ham
611,1.0,1.0,1.0,1.0,Kaelan Casey,DEF,West Ham
612,100.0,80.0,2627.0,2374.0,Lucas Tolentino Coelho de Lima,MID,West Ham
613,116.0,126.0,2867.0,2563.0,Tomáš Souček,MID,West Ham
614,146.0,51.0,3000.0,1433.0,James Ward-Prowse,MID,West Ham
615,,33.0,,776.0,Crysencio Summerville,MID,West Ham
616,62.0,40.0,2375.0,1769.0,Edson Álvarez Velázquez,MID,West Ham
617,13.0,1.0,109.0,71.0,Maxwel Cornet,MID,West Ham
618,,36.0,,1147.0,Guido Rodríguez,MID,West Ham
619,,12.0,,139.0,Luis Guilherme Lira dos Santos,MID,West Ham
620,8.0,0.0,33.0,0.0,George Earthy,MID,West Ham
621,,9.0,,161.0,Andy Irving,MID,West Ham
622,0.0,2.0,0.0,47.0,Lewis Orford,MID,West Ham
624,182.0,193.0,3020.0,2974.0,Jarrod Bowen,FWD,West Ham
625,,42.0,,783.0,Niclas Füllkrug,FWD,West Ham
626,0.0,,0.0,,Callum Marshall,FWD,West Ham
627,68.0,12.0,1796.0,630.0,Sam Johnstone,GK,Wolves
628,107.0,93.0,3037.0,2610.0,José Malheiro de Sá,GK,Wolves
629,18.0,9.0,382.0,180.0,Daniel Bentley,GK,Wolves
630,0.0,1.0,0.0,1.0,Tom King,GK,Wolves
631,,45.0,,1410.0,Emmanuel Agbadou,DEF,Wolves
632,41.0,75.0,1136.0,2105.0,Matt Doherty,DEF,Wolves
633,29.0,0.0,727.0,0.0,Hugo Bueno López,DEF,Wolves
634,0.0,3.0,0.0,441.0,Yerson Mosquera Valdelamar,DEF,Wolves
635,,42.0,,794.0,Rodrigo Martins Gomes,DEF,Wolves
636,13.0,52.0,819.0,1678.0,Santiago Ignacio Bueno,DEF,Wolves
637,82.0,79.0,2771.0,2613.0,Toti Gomes,DEF,Wolves
638,0.0,0.0,0.0,0.0,Ki-Jana Hoever,DEF,Wolves
639,,0.0,,0.0,Bastien Meupiyou Menadjou,DEF,Wolves
640,,2.0,,69.0,Pedro Cardoso de Lima,DEF,Wolves
641,,1.0,,1.0,Alfie Pond,DEF,Wolves
642,125.0,37.0,2116.0,646.0,Hwang Hee-chan,MID,Wolves
643,,61.0,,2472.0,André Trindade da Costa Neto,MID,Wolves
644,45.0,90.0,948.0,1666.0,Jean-Ricner Bellegarde,MID,Wolves
646,75.0,87.0,2646.0,2975.0,João Victor Gomes da Silva,MID,Wolves
647,0.0,62.0,0.0,979.0,Gonçalo Manuel Ganchinho Guedes,MID,Wolves
648,,50.0,,1077.0,Marshall Munetsi,MID,Wolves
649,25.0,1.0,802.0,1.0,Boubacar Traoré,MID,Wolves
650,8.0,0.0,138.0,0.0,Tawanda Chirewa,MID,Wolves
651,,0.0,,0.0,Tom Edozie,MID,Wolves
652,1.0,0.0,1.0,0.0,Enso González Medina,MID,Wolves
653,0.0,0.0,0.0,0.0,Joe Hodge,MID,Wolves
654,,145.0,,2587.0,Jørgen Strand Larsen,FWD,Wolves
655,8.0,0.0,259.0,0.0,Fábio Soares Silva,FWD,Wolves
656,24.0,0.0,158.0,0.0,Saša Kalajdžić,FWD,Wolves
657,5.0,0.0,173.0,0.0,Leon Chiwome,FWD,Wolves
658,7.0,0.0,183.0,0.0,Nathan Fraser,FWD,Wolves
659,,54.0,,2918.0,Kyle Walker-Peters,DEF,West Ham
668,0.0,,0.0,,Granit Xhaka,MID,Sunderland
671,69.0,19.0,981.0,355.0,Callum Wilson,FWD,West Ham
673,91.0,,2698.0,,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs
674,20.0,97.0,540.0,2700.0,Aaron Ramsdale,GK,Newcastle
676,13.0,47.0,296.0,1652.0,Lesley Ugochukwu,MID,Burnley
679,,63.0,,2385.0,Mads Hermansen,GK,West Ham
680,35.0,12.0,529.0,327.0,Armando Broja,FWD,Burnley
